"gid"|"geom"|"categoria"|"nome"|"citta"|"indirizzo"|"numero"|"cap"|"fonte"|"note"|"pubblicabile"|"verificato"|"datains"|"utenins"|"datamod"|"utenmod"|"dataver"|"utenver"|"distanza_minima"|"comune_ist"|"comune_nom"
"1644"|"0101000020787F0000CB9486B53B7A19415C0386E29BEE5241"|"Banche-ATM"|""|"Monta'"|"CORSO MANZONI, 24 MONTA'"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004133"|"Monta'"
"1645"|"0101000020787F000038A74816327A19412AEE1BB49DEE5241"|"Banche-ATM"|""|"Monta'"|"CORSO MANZONI, 26 MONTA'"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004133"|"Monta'"
"1646"|"0101000020787F00001D991E59FB7B1941B4FD64B57DEE5241"|"Banche-ATM"|""|"Monta'"|"CORSO MANZONI, 5/B MONTA'"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004133"|"Monta'"
"1647"|"0101000020787F0000D4A9F7DF5E7D194140FEEFA582EE5241"|"Banche-ATM"|""|"Monta'"|"PIAZZA V. VENETO, 7 MONTA'"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004133"|"Monta'"
"5157"|"0101000020787F0000EBA63F7A397D19410FE7B5AD7DEE5241"|"Poste"|""|"Monta'"|"PIAZZA VITTORIO VENETO 29 , MONTA', ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004133"|"Monta'"
"5965"|"0101000020787F00009AE20A6103791941124AEE1896EE5241"|"Poste"|""|"Monta'"|"VIA SAN ROCCO 80A, MONTA', ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004133"|"Monta'"
"5996"|"0101000020787F0000927B319C1E8419414F2A00E956EE5241"|"Poste"|""|"Monta'"|"VIA ROMA 24, SANTO STEFANO ROERO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004133"|"Monta'"
"9492"|"0101000020787F000039FFFFFF0B771941BAFDFF3F64EE5241"|"Scuola"|"Scuola - Sec. 1 Gr."|"Monta`"|"C.so A. De Gasperi 15"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004133"|"Monta'"
"10279"|"0101000020787F0000635B8FC228771941CFAB476165EE5241"|"Scuola"|"Scuola - Sec. 1 Gr."|"Monta`"|"Corso Alcide De Gasperi, 15"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004133"|"Monta'"
"10381"|"0101000020787F0000D8A8CAC8938219414E4FA9414DEE5241"|"Scuola"|"Scuola - Infanzia-primaria"|"Monta`"|"Via Roma 18"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004133"|"Monta'"
"11101"|"0101000020787F0000B8CC11FAA08219415A63C76553EE5241"|"Scuola"|"Scuola - Sec. 1 Gr."|"Monta`"|"Corso De Gasperi 15"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004133"|"Monta'"
"5841"|"0101000020787F000047DA29E0B7251A4182C4E824ACD75241"|"Poste"|""|"Lequio Berria"|"VIA ROMA 20, LEQUIO BERRIA, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004106"|"Lequio Berria"
"8117"|"0101000020787F0000C084EB519E241A414BC0F5C86BD75241"|"Scuola"|"Scuola - Primaria-sec. 1 Gr."|"Lequio Berria"|"Via Langa 3"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004106"|"Lequio Berria"
"1986"|"0101000020787F0000E2C2123A07051B41FAC2F2958B365341"|"Banche-ATM"|""|"Buronzo"|"VIA MAZZINI, 30 BURONZO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"002021"|"Buronzo"
"1987"|"0101000020787F0000AC5E46C188031B413E8F824A79365341"|"Banche-ATM"|""|"Buronzo"|"VIA UMBERTO I 26 BURONZO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"002021"|"Buronzo"
"5534"|"0101000020787F0000C228994A07051B4115877E998B365341"|"Poste"|""|"Buronzo"|"PIAZZA MAZZINI, BURONZO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"002021"|"Buronzo"
"8696"|"0101000020787F00003BDBE4408A061B41B4EC297AD3365341"|"Scuola"|"Scuola - Infanzia-primaria-sec. 1 Gr."|"Buronzo"|"Piazza Municipio, 9"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"002021"|"Buronzo"
"400"|"0101000020787F000017888A0D093319411847E49D52A65241"|"Banche-ATM"|""|"Ormea"|"PIAZZA DELLA LIBERTA', 13 ORMEA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004155"|"Ormea"
"401"|"0101000020787F00009EC58AF2753319414B5ACD0E4FA65241"|"Banche-ATM"|""|"Ormea"|"PIAZZA DELLA LIBERTA', 2 ORMEA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004155"|"Ormea"
"402"|"0101000020787F00007CB1BF150A351941E544270C73A65241"|"Banche-ATM"|""|"Ormea"|"VIA BASSI 31 ORMEA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004155"|"Ormea"
"6420"|"0101000020787F00004C4BA7B6A937194159EA79BE6BA65241"|"Poste"|""|"Ormea"|"GENERALE CAGNA 27 (VIA), ORMEA, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004155"|"Ormea"
"11183"|"0101000020787F00007313AE47102A1941FC07D7D3BEA55241"|"Scuola"|"Scuola - Sec. 2 Gr."|"Ormea"|"Viale Novaro, 96"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004155"|"Ormea"
"11647"|"0101000020787F00005C8EC2F57F3119413B12AE37A7A65241"|"Scuola"|"Scuola - Infanzia-primaria-sec. 1 Gr."|"Ormea"|"Viale Martinetto, 1"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004155"|"Ormea"
"5590"|"0101000020787F000035215BB911B61B415233A28732D65241"|"Poste"|""|"Cartosio"|"ROMA 17 (VIA), CARTOSIO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"006036"|"Cartosio"
"10270"|"0101000020787F00009B703D0AF8B31B41C6D4A340FBD55241"|"Scuola"|"Scuola - Primaria"|"Cartosio"|"Infanzia :  Strada Pusa, 1  Primaria :  Viale Papa Giovanni Xxiii, 8"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"006036"|"Cartosio"
"11419"|"0101000020787F00009A703D0AE8B31B41C7D4A300FBD55241"|"Scuola"|"Scuola - Infanzia-primaria"|"Cartosio"|"Viale Papa Giovanni Xxiii ,8"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"006036"|"Cartosio"
"2027"|"0101000020787F0000D865643D00F11941D48E19E089395341"|"Banche-ATM"|""|"Borriana"|"PIAZZA MAZZINI, 21 BORRIANA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"096006"|"Borriana"
"5451"|"0101000020787F0000F4F8F129C4F01941A17FCB3986395341"|"Poste"|""|"Borriana"|"PIAZZA MAZZINI 19, BORRIANA, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"096006"|"Borriana"
"9392"|"0101000020787F00002A703D0AD0EE1941C5D4A340BD395341"|"Scuola"|"Scuola - Primaria"|"Borriana"|"Via Durando Nelson N.23"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"096006"|"Borriana"
"5156"|"0101000020787F0000B35C1A92B2E61D41F0F1E97C91F05241"|"Poste"|""|"Spineto Scrivia"|"PIAZZA CASTELLO , PADERNA, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"006166"|"Spineto Scrivia"
"6077"|"0101000020787F0000A8371251F6E61D4137B382408CF05241"|"Poste"|""|"Spineto Scrivia"|"IV NOVEMBRE 1 (PIAZZA), SPINETO SCRIVIA, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"006166"|"Spineto Scrivia"
"8179"|"0101000020787F0000EC3DE17AB43D164140F3282C9E0F5341"|"Scuola"|"Scuola - Infanzia"|"Sant`antonino Di Susa"|"Viale Iv Novembre, 12"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001256"|"Sant'Antonino di Susa"
"631"|"0101000020787F0000C7BD0A525B3616411A40A91B330F5341"|"Banche-ATM"|""|"Sant'antonino Di Susa"|"VIA TORINO, 53 SANT'ANTONINO DI SUSA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001256"|"Sant'Antonino di Susa"
"1146"|"0101000020787F000096409C7005361641321166FC2F0F5341"|"Banche-ATM"|""|"Sant'antonino Di Susa"|"VIA TORINO, 47 SANT'ANTONINO DI SUSA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001256"|"Sant'Antonino di Susa"
"2028"|"0101000020787F00006A331644D835164129AEC44A2A0F5341"|"Banche-ATM"|""|"Borgone Susa"|"VIA AUGUSTO ABEGG, 11 BORGONE SUSA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001256"|"Sant'Antonino di Susa"
"6006"|"0101000020787F00005E4055847934164124ABF919A40F5341"|"Poste"|""|"Sant'antonino Di Susa"|"ABEGG. ANGOLO VIA DI CENSO, SANT'ANTONINO DI SUSA, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001256"|"Sant'Antonino di Susa"
"6121"|"0101000020787F00003F337B8000301641251213C52A0F5341"|"Poste"|""|"Sant'antonino Di Susa"|"SUSA 7BIS (VIA), TORINO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001256"|"Sant'Antonino di Susa"
"9423"|"0101000020787F0000BA87DA8751351641B93225F9380F5341"|"Scuola"|"Scuola - Primaria"|"Sant`antonino Di Susa"|"Via Abegg 13"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001256"|"Sant'Antonino di Susa"
"10131"|"0101000020787F00004EB57D1DC0341641B15BBAF9450F5341"|"Scuola"|"Scuola - Sec. 1 Gr."|"Sant`antonino Di Susa"|"Vai Abegg  N. 19"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001256"|"Sant'Antonino di Susa"
"5499"|"0101000020787F0000A24F725C3BCE17414615AC9BBF2B5341"|"Poste"|""|"Canischio"|"MEZZAVILLA 7 BIS (FRAZIONE), CANISCHIO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001052"|"Canischio"
"196"|"0101000020787F0000E27539368F9F1941C8E67B0067245341"|"Banche-ATM"|""|"Villareggia"|"VIA SAN MARTINO, 29 VILLAREGGIA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001304"|"Villareggia"
"5707"|"0101000020787F0000101EB31EABA01941EF4B11956A245341"|"Poste"|""|"Villareggia"|"VIA DELLA PIAZZA 5, VILLAREGGIA, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001304"|"Villareggia"
"8070"|"0101000020787F0000D513AE4751A41941EE3033134A245341"|"Scuola"|"Scuola - Primaria"|"Villareggia"|"Via Convento  9"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001304"|"Villareggia"
"946"|"0101000020787F0000AD839A4715C01741FAD257EDBF285341"|"Banche-ATM"|""|"Forno Canavese"|"VIA TRUCHETTI, 3 FORNO CANAVESE"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001107"|"Forno Canavese"
"1403"|"0101000020787F000052853F4295C01741BA044772B7285341"|"Banche-ATM"|""|"Forno Canavese"|"VIA TRUCHETTI, 7 FORNO CANAVESE"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001107"|"Forno Canavese"
"6334"|"0101000020787F00006AF4B7D0C7C21741A7A9E171B1285341"|"Poste"|""|"Forno Canavese"|"PIAZZA VITTORIO VENETO 2, FORNO CANAVESE, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001107"|"Forno Canavese"
"8974"|"0101000020787F000033BFF5289CCA17412C12AEA792285341"|"Scuola"|"Scuola - Primaria"|"Forno Canavese"|"Via Aldo Moro 2"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001107"|"Forno Canavese"
"9466"|"0101000020787F00003F96999984CA1741536E3D2AC5285341"|"Scuola"|"Scuola - Sec. 1 Gr."|"Forno Canavese"|"Via A. Moro 9"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001107"|"Forno Canavese"
"9467"|"0101000020787F0000173A0AD747CB1741691C858BB5285341"|"Scuola"|"Scuola - Infanzia"|"Forno Canavese"|"Via A. Moro 12"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001107"|"Forno Canavese"
"11597"|"0101000020787F0000486D3D0A80CA1741BAD4A3C097285341"|"Scuola"|"Scuola - Infanzia-primaria"|"Forno Canavese"|"Via Aldo Moro 2"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001107"|"Forno Canavese"
"5123"|"0101000020787F00006888C8A7140F1B41FB4BE105F01D5341"|"Poste"|""|"Ronsecco"|"VIA VITTORIO VENETO 14, RONSECCO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"002118"|"Ronsecco"
"11139"|"0101000020787F000086703D0A500F1B41C7D4A340071E5341"|"Scuola"|"Scuola - Primaria"|"Ronsecco"|"Piazza Xxv Aprile 4"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"002118"|"Ronsecco"
"5040"|"0101000020787F00000816E94BD361184110B5680C121E5341"|"Poste"|""|"Rivarossa"|"VIA NEUSCHELLER 22, RIVAROSSA, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001218"|"Rivarossa"
"8136"|"0101000020787F0000408DC2F5DE5F18418FA1700DFF1D5341"|"Scuola"|"Scuola - Primaria"|"Rivarossa"|"Via Mignana 38"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001218"|"Rivarossa"
"8274"|"0101000020787F000032DF7A14BA6218416445E1CA071E5341"|"Scuola"|"Scuola - Infanzia"|"Rivarossa"|"Via Neuscheller 31"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001218"|"Rivarossa"
"9791"|"0101000020787F0000CF4FB81EDB5F18416F1C854BFE1D5341"|"Scuola"|"Scuola - Primaria"|"Rivarossa"|"Via Mignana 34"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001218"|"Rivarossa"
"822"|"0101000020787F000001F65D7695F01B41FED07E8BC94E5341"|"Banche-ATM"|""|"Borgomanero"|"LARGO BENEFATTORI, SNC BORGOMANERO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"823"|"0101000020787F00009710397EDEF41B41743DA556364E5341"|"Banche-ATM"|""|"Borgomanero"|"VIA SANTISSIMA TRINITA', 3 BORGOMANERO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"829"|"0101000020787F000051CCB3E787F71B41C8F543D5F64D5341"|"Banche-ATM"|""|"Borgomanero"|"CORSO ROMA, 51 BORGOMANERO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"1694"|"0101000020787F00000171936FB6F51B410F8AB42D2F4E5341"|"Banche-ATM"|""|"Novara"|"CORSO GARIBALDI, 31 NOVARA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"1924"|"0101000020787F0000CA363AA39BF41B41CCCFFA6F544E5341"|"Banche-ATM"|""|"Borgomanero"|"CORSO GARIBALDI, 106 BORGOMANERO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"1925"|"0101000020787F00001446E1AEF5F31B413748C5D2624E5341"|"Banche-ATM"|""|"Borgomanero"|"CORSO GARIBALDI, 121 BORGOMANERO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"1926"|"0101000020787F0000546AA49827F51B4166E390473E4E5341"|"Banche-ATM"|""|"Borgomanero"|"CORSO GARIBALDI, 59 BORGOMANERO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"2033"|"0101000020787F0000F8B57B1359FA1B41155550F2184E5341"|"Banche-ATM"|""|"Borgomanero"|"VIA GRAMSCI, 17 BORGOMANERO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"2034"|"0101000020787F0000F8F8CA6B65FA1B41144F5CE23A4E5341"|"Banche-ATM"|""|"Borgomanero"|"VIALE MARAZZA, 34 BORGOMANERO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"2035"|"0101000020787F00000AA5B8FEF0FA1B418904815F3E4E5341"|"Banche-ATM"|""|"Borgomanero"|"VIALE MARAZZA, 38 BORGOMANERO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"2037"|"0101000020787F0000EC464BFC19F41B41DE9327A4654E5341"|"Banche-ATM"|""|"Borgomanero"|"PIAZZA XXV APRILE, 8 BORGOMANERO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"2039"|"0101000020787F0000B80FDFA9D2F41B417B915CAE504E5341"|"Banche-ATM"|""|"Borgomanero"|"CORSO GARIBALDI, 92/94 BORGOMANERO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"2040"|"0101000020787F000022BFF82D7CF71B41D0D506D0FE4D5341"|"Banche-ATM"|""|"Borgomanero"|"CORSO ROMA 52 BORGOMANERO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"2041"|"0101000020787F0000B35D4A5A64F61B4197E9B9F4244E5341"|"Banche-ATM"|""|"Borgomanero"|"PIAZZA MARTIRI DELLA LIBERTA', 3 BORGOMANERO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"2042"|"0101000020787F0000512EBE753AF81B4108A0B2EC384E5341"|"Banche-ATM"|""|"Borgomanero"|"PIAZZA MORA E GIBIN, 21 BORGOMANERO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"5315"|"0101000020787F0000D55321EE27FB1B417365F6BE5C4E5341"|"Poste"|""|"Borgomanero"|"ITALIA 15 (VIA), ARONA, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"5458"|"0101000020787F0000C8F1733EFFF71B41C0C8848E4E4E5341"|"Poste"|""|"Borgomanero"|"DON MINZONI 20 (VIALE), BORGOMANERO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"6027"|"0101000020787F0000AA2A58173DF41B4148FFB1ADB14E5341"|"Poste"|""|"Borgomanero"|"CAVIGIOLI 13-15 (VIA), NOVARA, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"8961"|"0101000020787F000050EC688CFDF71B41399E159B3E4E5341"|"Scuola"|"Scuola - Sec. 2 Gr."|"Borgomanero"|"Via Don Minzoni 5"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"9148"|"0101000020787F00002E333333BAF21B41AB4FB88EA74D5341"|"Scuola"|"Scuola - Sec. 2 Gr."|"Borgomanero"|"Via Aldo Moro 13"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"10821"|"0101000020787F00009E703D0AB8FB1B41C8D4A340F34D5341"|"Scuola"|"Scuola - Infanzia-primaria"|"Borgomanero"|"Via P. Fornari 1"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"11062"|"0101000020787F00009D703D0A88F51B41C6D4A300734E5341"|"Scuola"|"Scuola - Infanzia"|"Borgomanero"|"Piazza Xxv Aprile 18"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"11076"|"0101000020787F00009D703D0A0CEF1B41C7D4A3005A4E5341"|"Scuola"|"Scuola - Sec. 1 Gr.-sec. 2 Gr."|"Borgomanero"|"Viale Dante 19"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"11228"|"0101000020787F0000F0285C8FE0F21B4156979939A74D5341"|"Scuola"|"Scuola - Sec. 2 Gr."|"Borgomanero"|"Via Aldo Moro 13"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"11229"|"0101000020787F0000EF285C8FFDF71B416945E19A3E4E5341"|"Scuola"|"Scuola - Sec. 2 Gr."|"Borgomanero"|"Via Don Minzoni 5"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"11465"|"0101000020787F000003D7A370A9FE1B4123646676A64D5341"|"Scuola"|"Scuola - Infanzia-primaria"|"Borgomanero"|"Via Pascoli 10"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"11466"|"0101000020787F00006C3D0AD7A1F31B4105DF7AB4244E5341"|"Scuola"|"Scuola - Infanzia"|"Borgomanero"|"Via Scuole 5"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"11467"|"0101000020787F00009E703D0A8AF01B416B45E1DA374E5341"|"Scuola"|"Scuola - Sec. 1 Gr."|"Borgomanero"|"Via Dante 13"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"11468"|"0101000020787F0000578FC2F547F01B41569799A9004E5341"|"Scuola"|"Scuola - Primaria"|"Borgomanero"|"Piazza Matteotti Snc"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"11469"|"0101000020787F00007614AE477DFB1B4180F328AC794D5341"|"Scuola"|"Scuola - Infanzia"|"Borgomanero"|"Corso Roma 176"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"9566"|"0101000020787F00003CFCFFFFD7A01741B8D4A300B4D35241"|"Scuola"|"Scuola - Primaria"|"Vottignasco"|"Piazza Guglielmo Marconi, 4"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004250"|"Vottignasco"
"8424"|"0101000020787F00006C6A3D0A34EC1641ACD4A3C081C05241"|"Scuola"|"Scuola - Sec. 1 Gr."|"Bernezzo"|""|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004022"|"Bernezzo"
"5452"|"0101000020787F000081A6EFFA44EA1B414C5FC625F94E5341"|"Poste"|""|"Borgomanero"|"MONTEROSA 17 (VIA), BORGOMANERO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"5459"|"0101000020787F000025FB8CAC3BE21B4173D47DBB824E5341"|"Poste"|""|"Borgomanero"|"MAGGIORA 45-A (VIA), BORGOMANERO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"10907"|"0101000020787F00009E703D0A40E31B41C8D4A340184E5341"|"Scuola"|"Scuola - Infanzia"|"Borgomanero"|"Via Don Luigi Godio 26"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"11462"|"0101000020787F0000EF285C8F02E01B4143E951E8CB4E5341"|"Scuola"|"Scuola - Infanzia-primaria"|"Borgomanero"|"Via Castello 25"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"2032"|"0101000020787F0000A6D96DED0CE11B412747E9BE40515341"|"Banche-ATM"|""|"Borgomanero"|"VIA GOZZANO, 107 BORGOMANERO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"2038"|"0101000020787F0000EDF43038C0E01B41AD780B1039515341"|"Banche-ATM"|""|"Borgomanero"|"VIA GOZZANO, 105 BORGOMANERO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"5453"|"0101000020787F000075C65243B9F51B41226B94F3AF4F5341"|"Poste"|""|"Borgomanero"|"VERDI 14 (VIA), BORGOMANERO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"9141"|"0101000020787F0000A747E17A05F71B4110B61E5535505341"|"Scuola"|"Scuola - Primaria"|"Borgomanero"|"Via Principe Umberto 15"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
"6086"|"0101000020787F0000044CA16B86A31841C536A085D7E95241"|"Poste"|""|"Sommariva Del Bosco"|"GARIBALDI 12 (VIA), SOMMARIVA DEL BOSCO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"500"|"004222"|"Sommariva del Bosco"
"11458"|"0101000020787F0000370AD7A3A6F71B419E78144E47505341"|"Scuola"|"Scuola - Infanzia"|"Borgomanero"|"Via Principe Umberto Sn"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003024"|"Borgomanero"
